num,title
1,The Best of Both Worlds Part II
2,Family
3,Brothers
4,Suddenly Human
5,Remember Me
6,Legacy
7,Reunion
8,Future Imperfect
9,Final Mission
10,The Loss
11,Datas Day
12,The Wounded
13,Devils Due
14,Clues
15,First Contact
16,Galaxys Child
17,Night Terrors
18,Identity Crisis
19,The Nth Degree
20,Qpid
21,The Drumhead
22,Half a Life
23,The Host
24,The Minds Eye
25,In Theory
26,Redemption I
