1,Beyond the Farthest Star
2,Yesteryear
3,One of Our Planets Is Missing
4,The Lorelei Signal
5,More Tribbles More Troubles
6,The Survivor
7,The Infinite Vulcan
8,The Magicks of Megas-tu
9,Once Upon a Planet
10,Mudds Passion
11,The Terratin Incident
12,The Time Trap
13,The Ambergris Element
14,The Slaver Weapon
15,The Eye of the Beholder
16,The Jihad
